,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
65,0.6228712558746338,0.009299611448346146,0.015402555465698242,0.0004905758758382117,80,2,30,"{'max_depth': 80, 'max_features': 2, 'n_estimators': 30}",0.9508711753784205,0.9733589002556692,0.972906395730624,0.9567468336701415,0.9552770496942049,0.9618329381333652,0.009428872904306208,79
66,1.0326741218566895,0.013972110216561083,0.024989223480224608,0.0013969341550121792,80,2,50,"{'max_depth': 80, 'max_features': 2, 'n_estimators': 50}",0.9646879802131354,0.9726105594389277,0.9718738854055207,0.9674605000766988,0.9571845174973488,0.9667641502233746,0.005600779397878627,58
67,2.127609395980835,0.03831397576443864,0.04660797119140625,0.0004757939371015616,80,2,100,"{'max_depth': 80, 'max_features': 2, 'n_estimators': 100}",0.9645988126547932,0.9794247942479426,0.9739330726640599,0.9680699227008678,0.9660849223340469,0.970422803301092,0.005507149508620278,37
68,0.36939229965209963,0.02061670467015098,0.007004928588867187,3.0282125553031654e-05,80,4,10,"{'max_depth': 80, 'max_features': 4, 'n_estimators': 10}",0.9474819748197483,0.9667505008383418,0.963306299729664,0.9582724744392644,0.9496405156832536,0.9570908200405989,0.007499274201866121,89
69,1.1039430618286132,0.01772037398165919,0.014384078979492187,0.0004780971188776967,80,4,30,"{'max_depth': 80, 'max_features': 4, 'n_estimators': 30}",0.9563353966873003,0.9711655449887833,0.9705288719553864,0.9631353501804092,0.9586226215010304,0.9639580157635015,0.006039676782609011,73
70,1.884657335281372,0.03447945755674285,0.025226926803588866,0.002223816465878265,80,4,50,"{'max_depth': 80, 'max_features': 4, 'n_estimators': 50}",0.9579045790457904,0.9739189058557253,0.9732122321223211,0.9704559248217586,0.96488858653968,0.9680761058409522,0.005997045539911419,51
71,3.690069484710693,0.048786181685313144,0.04361624717712402,0.0013653021677698302,80,4,100,"{'max_depth': 80, 'max_features': 4, 'n_estimators': 100}",0.9710988776554432,0.9767714343810106,0.9762022620226203,0.9666935112747354,0.9604192094012818,0.9702380543576729,0.006131211325103937,40
72,0.5282221794128418,0.020873586444174027,0.006400060653686523,0.000487884867233695,80,6,10,"{'max_depth': 80, 'max_features': 6, 'n_estimators': 10}",0.9368985356520232,0.9641579749130824,0.9631954652879862,0.9585217457999027,0.9474737723177067,0.9540496555012452,0.010423858055191715,95
73,1.6131168842315673,0.046874688912150006,0.015009784698486328,0.0008879834809373331,80,6,30,"{'max_depth': 80, 'max_features': 6, 'n_estimators': 30}",0.9503420034200342,0.9658346583465836,0.9674938416050827,0.9661766275168905,0.9668285679985594,0.9633346678325622,0.006521751426129908,75
74,2.7082060813903808,0.0367247645979705,0.02240276336669922,0.000800593826429601,80,6,50,"{'max_depth': 80, 'max_features': 6, 'n_estimators': 50}",0.9559995599955999,0.970576372430391,0.9738822388223882,0.966435069395813,0.9656522406077219,0.9665091656001926,0.006035277245592874,60
